time_of_day,route,stop_id,stop_name,direction,min_load,max_load,avg_load,us_housing_units_no_vehicle_po,us_housing_units_no_vehicle,us_population_low_income_po,us_population_low_income,population_density,us_population,us_population_eighteen_to_twenty_four_years_old,us_population_eighteen_to_twenty_four_years_old_po,us_population_twenty_five_to_sixty_four_years_old_po,us_population_twenty_five_to_sixty_four_years_old,latitude,longitude
Morning,5,3183, 6TH AVE & FULTON ST,Inbound,2,10,4.428571429,0.226831897,3712,0.245224396,8690,8515,8690,0.104833142,8690,0.630149597,8690,37.77738,-122.47204
Evening,44,3184, 6TH AVE&GEARY BLVD SE-NS/BZ,Inbound,4,18,8.777777778,0.226831897,3712,0.245224396,8690,8515,8690,0.104833142,8690,0.630149597,8690,37.78441,-122.46455
Morning,44,3184, 6TH AVE&GEARY BLVD SE-NS/BZ,Inbound,6,25,15.45454545,0.226831897,3712,0.245224396,8690,8515,8690,0.104833142,8690,0.630149597,8690,37.78441,-122.46455
Evening,44,3185, 6TH AVE&GEARY BLVD SW-FS/BZ,Outbound,21,39,28.33333333,0.226831897,3712,0.245224396,8690,8515,8690,0.104833142,8690,0.630149597,8690,37.78099,-122.46949
Morning,44,3185, 6TH AVE&GEARY BLVD SW-FS/BZ,Outbound,7,26,17.25,0.226831897,3712,0.245224396,8690,8515,8690,0.104833142,8690,0.630149597,8690,37.78099,-122.46949
Evening,914,3187, 6TH ST&HARRISON ST W-NS/SB,Outbound,23,73,45.81818182,0.495792426,1426,0.378176383,2007,8201,2007,0.06776283,2007,0.625809666,2007,37.77748,-122.40445
Morning,43,3188, 1697 7TH AVE SW-FS/SB,Outbound,16,56,40,0.181818182,2882,0.212881916,6055,8515,6055,0.104541701,6055,0.709331131,6055,37.75747,-122.46387
Morning,44,3188, 1697 7TH AVE SW-FS/SB,Outbound,19,45,33.18181818,0.181818182,2882,0.212881916,6055,8515,6055,0.104541701,6055,0.709331131,6055,37.75747,-122.46387
Evening,36,3188, 1697 7TH AVE SW-FS/SB,Inbound,0,5,1.75,0.181818182,2882,0.212881916,6055,8515,6055,0.104541701,6055,0.709331131,6055,37.75747,-122.46387
Evening,44,3188, 1697 7TH AVE SW-FS/SB,Outbound,22,48,38.375,0.181818182,2882,0.212881916,6055,8515,6055,0.104541701,6055,0.709331131,6055,37.75747,-122.46387
Evening,43,3188, 1697 7TH AVE SW-FS/SB,Outbound,11,58,38.4,0.181818182,2882,0.212881916,6055,8515,6055,0.104541701,6055,0.709331131,6055,37.75747,-122.46387
Morning,36,3188, 1697 7TH AVE SW-FS/SB,Inbound,18,30,22.5,0.181818182,2882,0.212881916,6055,8515,6055,0.104541701,6055,0.709331131,6055,37.75747,-122.46387
Evening,43,3189, 7TH AVE&MORAGA ST NE-FS/PS,Inbound,13,45,28.22222222,0.181818182,2882,0.212881916,6055,8515,6055,0.104541701,6055,0.709331131,6055,37.75727,-122.46397
Morning,43,3189, 7TH AVE&MORAGA ST NE-FS/PS,Inbound,25,53,37.92307692,0.181818182,2882,0.212881916,6055,8515,6055,0.104541701,6055,0.709331131,6055,37.75727,-122.46397
Evening,44,3189, 7TH AVE&MORAGA ST NE-FS/PS,Inbound,9,39,25.25,0.181818182,2882,0.212881916,6055,8515,6055,0.104541701,6055,0.709331131,6055,37.75727,-122.46397
Morning,44,3189, 7TH AVE&MORAGA ST NE-FS/PS,Inbound,6,62,33,0.181818182,2882,0.212881916,6055,8515,6055,0.104541701,6055,0.709331131,6055,37.75727,-122.46397
Morning,19,3191, 7TH ST&BRANNAN ST N-FS/BZ,Inbound,23,41,31.66666667,0.11627907,86,0.071428571,196,8201,196,0.086734694,196,0.831632653,196,37.77353,-122.40375
Evening,19,3191, 7TH ST&BRANNAN ST N-FS/BZ,Inbound,15,54,34,0.11627907,86,0.071428571,196,8201,196,0.086734694,196,0.831632653,196,37.77353,-122.40375
Evening,19,3192, 7TH ST&FOLSOM ST E-NS/BZ,Inbound,16,55,37,0.709187279,5660,0.569646018,11300,8201,11300,0.120353982,11300,0.66699115,11300,37.77871,-122.41498
Morning,19,3192, 7TH ST&FOLSOM ST E-NS/BZ,Inbound,26,42,34.33333333,0.709187279,5660,0.569646018,11300,8201,11300,0.120353982,11300,0.66699115,11300,37.77871,-122.41498
Evening,19,3193, 7TH ST&HARRISON ST N-FS/BZ,Inbound,15,55,34.5,0.709187279,5660,0.569646018,11300,8201,11300,0.120353982,11300,0.66699115,11300,37.77637,-122.40685
Morning,19,3193, 7TH ST&HARRISON ST N-FS/BZ,Inbound,22,42,33,0.709187279,5660,0.569646018,11300,8201,11300,0.120353982,11300,0.66699115,11300,37.77637,-122.40685
Evening,19,3194, 7TH ST&HOWARD ST E-NS/BZ,Inbound,16,61,38.2,0.709187279,5660,0.569646018,11300,8201,11300,0.120353982,11300,0.66699115,11300,37.77916,-122.40958
Morning,19,3194, 7TH ST&HOWARD ST E-NS/BZ,Inbound,29,44,35.5,0.709187279,5660,0.569646018,11300,8201,11300,0.120353982,11300,0.66699115,11300,37.77916,-122.40958
Morning,19,3195, 7TH ST&MISSION ST E-NS/BZ,Inbound,29,43,35,0.709187279,5660,0.569646018,11300,8201,11300,0.120353982,11300,0.66699115,11300,37.78044,-122.41164
Evening,19,3195, 7TH ST&MISSION ST E-NS/BZ,Inbound,13,62,39.8,0.709187279,5660,0.569646018,11300,8201,11300,0.120353982,11300,0.66699115,11300,37.78044,-122.41164
Evening,19,3196, 7TH ST&MARKET ST S-NS/SI,Inbound,11,38,30.25,0.709187279,5660,0.569646018,11300,8201,11300,0.120353982,11300,0.66699115,11300,37.78141,-122.41367
Morning,19,3196, 7TH ST&MARKET ST S-NS/SI,Inbound,19,32,26.5,0.709187279,5660,0.569646018,11300,8201,11300,0.120353982,11300,0.66699115,11300,37.78141,-122.41367
Evening,19,3197, 7TH ST&TOWNSEND ST N-FS/BZ,Inbound,15,48,32,0.11627907,86,0.071428571,196,8201,196,0.086734694,196,0.831632653,196,37.77258,-122.40291
Morning,19,3197, 7TH ST&TOWNSEND ST N-FS/BZ,Inbound,23,41,31.83333333,0.11627907,86,0.071428571,196,8201,196,0.086734694,196,0.831632653,196,37.77258,-122.40291
Morning,5,3200, 8TH AVE&CABRILLO ST SW-FS/SB,Outbound,1,4,2,0.197336137,2853,0.216320842,6458,8515,6458,0.076958811,6458,0.621709508,6458,37.77536,-122.46606
Evening,5,3200, 8TH AVE&CABRILLO ST SW-FS/SB,Outbound,3,3,3,0.197336137,2853,0.216320842,6458,8515,6458,0.076958811,6458,0.621709508,6458,37.77536,-122.46606
Morning,44,3201, 8TH AVE&FULTON ST NE-FS/BZ,Inbound,12,65,35.72727273,0.160990712,646,0.158395649,1471,8515,1471,0.070700204,1471,0.625424881,1471,37.77399,-122.46613
Evening,44,3201, 8TH AVE&FULTON ST NE-FS/BZ,Inbound,10,36,19.4,0.160990712,646,0.158395649,1471,8515,1471,0.070700204,1471,0.625424881,1471,37.77399,-122.46613
Evening,44,3202, 8TH AVE&FULTON ST NW-NS/BZ,Outbound,23,43,31.77777778,0.160990712,646,0.158395649,1471,8515,1471,0.070700204,1471,0.625424881,1471,37.77375,-122.46668
Morning,44,3202, 8TH AVE&FULTON ST NW-NS/BZ,Outbound,8,32,23.41666667,0.160990712,646,0.158395649,1471,8515,1471,0.070700204,1471,0.625424881,1471,37.77375,-122.46668
Evening,19,3203, 8TH ST&BRANNAN ST W-MB/BZ,Outbound,12,46,33,0.370944993,709,0.301260023,1746,8201,1746,0.096219931,1746,0.709621993,1746,37.77195,-122.40807
Morning,19,3203, 8TH ST&BRANNAN ST W-MB/BZ,Outbound,37,47,42.4,0.370944993,709,0.301260023,1746,8201,1746,0.096219931,1746,0.709621993,1746,37.77195,-122.40807
Evening,19,3204, 8TH ST&BRYANT ST W-NS/BZ,Outbound,14,46,33.66666667,0.370944993,709,0.301260023,1746,8201,1746,0.096219931,1746,0.709621993,1746,37.77296,-122.40908
Morning,19,3204, 8TH ST&BRYANT ST W-NS/BZ,Outbound,31,48,41.8,0.370944993,709,0.301260023,1746,8201,1746,0.096219931,1746,0.709621993,1746,37.77296,-122.40908
Evening,19,3205, 8TH ST&FOLSOM ST S-FS/BZ,Outbound,10,48,33.33333333,0.709187279,5660,0.569646018,11300,8201,11300,0.120353982,11300,0.66699115,11300,37.7751,-122.41273
Morning,19,3205, 8TH ST&FOLSOM ST S-FS/BZ,Outbound,31,51,41.5,0.709187279,5660,0.569646018,11300,8201,11300,0.120353982,11300,0.66699115,11300,37.7751,-122.41273
Evening,19,3206, 8TH ST&HARRISON ST S-FS/BZ,Outbound,14,49,34.5,0.370944993,709,0.301260023,1746,8201,1746,0.096219931,1746,0.709621993,1746,37.77385,-122.41072
Morning,19,3206, 8TH ST&HARRISON ST S-FS/BZ,Outbound,33,51,43.6,0.370944993,709,0.301260023,1746,8201,1746,0.096219931,1746,0.709621993,1746,37.77385,-122.41072
Evening,19,3208, 8TH ST&MISSION ST S-FS/BZ,Outbound,13,49,35.66666667,0.709187279,5660,0.569646018,11300,8201,11300,0.120353982,11300,0.66699115,11300,37.77827,-122.41593
Morning,19,3208, 8TH ST&MISSION ST S-FS/BZ,Outbound,31,52,42.83333333,0.709187279,5660,0.569646018,11300,8201,11300,0.120353982,11300,0.66699115,11300,37.77827,-122.41593
Morning,19,3209, 8TH ST & MARKET ST S-FS/BZ,Outbound,26,51,42.5,0.709187279,5660,0.569646018,11300,8201,11300,0.120353982,11300,0.66699115,11300,37.78101,-122.41892
Evening,19,3209, 8TH ST & MARKET ST S-FS/BZ,Outbound,12,48,35,0.709187279,5660,0.569646018,11300,8201,11300,0.120353982,11300,0.66699115,11300,37.78101,-122.41892
Evening,783,3209, 8TH ST & MARKET ST S-FS/BZ,Outbound,3,16,8.666666667,0.709187279,5660,0.569646018,11300,8201,11300,0.120353982,11300,0.66699115,11300,37.78101,-122.41892
Morning,783,3209, 8TH ST & MARKET ST S-FS/BZ,Outbound,3,6,4.333333333,0.709187279,5660,0.569646018,11300,8201,11300,0.120353982,11300,0.66699115,11300,37.78101,-122.41892
Evening,19,3210, 8TH ST&TOWNSEND ST W-NS/PS,Outbound,12,46,32,0.370944993,709,0.301260023,1746,8201,1746,0.096219931,1746,0.709621993,1746,37.77217,-122.40665
Morning,19,3210, 8TH ST&TOWNSEND ST W-NS/PS,Outbound,35,38,37,0.370944993,709,0.301260023,1746,8201,1746,0.096219931,1746,0.709621993,1746,37.77217,-122.40665
Evening,44,3211, 9TH AVE&IRVING ST NE-FS/BZ,Inbound,12,31,21.66666667,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.76464,-122.46644
Morning,44,3211, 9TH AVE&IRVING ST NE-FS/BZ,Inbound,21,63,37.3,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.76464,-122.46644
Evening,44,3213, 9TH AVE&IRVING ST SW-FS/BZ,Outbound,25,44,35.25,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.76415,-122.46649
Morning,44,3213, 9TH AVE&IRVING ST SW-FS/BZ,Outbound,6,34,20.16666667,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.76415,-122.46649
Evening,6,3214, 9TH AVE&JUDAH ST SE-NS/BZ,Inbound,2,13,5.833333333,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.76247,-122.46629
Morning,44,3214, 9TH AVE&JUDAH ST SE-NS/BZ,Inbound,22,62,37.2,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.76247,-122.46629
Evening,44,3214, 9TH AVE&JUDAH ST SE-NS/BZ,Inbound,8,34,19.41666667,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.76247,-122.46629
Morning,44,3214, 9TH AVE&JUDAH ST SE-NS/B - EOL,Inbound,0,0,0,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.76247,-122.46629
Morning,6,3214, 9TH AVE&JUDAH ST SE-NS/BZ,Inbound,1,37,20.25,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.76247,-122.46629
Morning,43,3214, 9TH AVE&JUDAH ST SE-NS/BZ,Inbound,27,56,39.66666667,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.76247,-122.46629
Evening,43,3214, 9TH AVE&JUDAH ST SE-NS/BZ,Inbound,10,28,19,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.76247,-122.46629
Morning,44,3215, 9TH AVE&JUDAH ST SW-FS/BZ,Outbound,9,30,19.81818182,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.76237,-122.46636
Morning,66,3215, 9TH AVE&JUDAH ST SW-FS/BZ,Outbound,1,7,4,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.76237,-122.46636
Evening,66,3215, 9TH AVE&JUDAH ST SW-FS/BZ,Outbound,9,12,10.5,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.76237,-122.46636
Morning,6,3215, 9TH AVE&JUDAH ST SW-FS/BZ,Outbound,0,10,4.083333333,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.76237,-122.46636
Evening,6,3215, 9TH AVE&JUDAH ST SW-FS/BZ,Outbound,6,25,13.33333333,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.76237,-122.46636
Evening,43,3215, 9TH AVE&JUDAH ST SW-FS/BZ,Outbound,12,57,38.22222222,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.76237,-122.46636
Morning,66,3215, 9TH AVE&JUDAH ST SW-FS/B - EOL,Inbound,0,0,0,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.76237,-122.46636
Evening,44,3215, 9TH AVE&JUDAH ST SW-FS/BZ,Outbound,25,49,39,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.76237,-122.46636
Evening,66,3215, 9TH AVE&JUDAH ST SW-FS/B - EOL,Inbound,0,0,0,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.76237,-122.46636
Morning,43,3215, 9TH AVE&JUDAH ST SW-FS/BZ,Outbound,13,52,30.22222222,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.76237,-122.46636
Evening,43,3216, 9TH AVE&KIRKHAM ST NW-NS/BZ,Outbound,11,57,39,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.76082,-122.46633
Morning,43,3216, 9TH AVE&KIRKHAM ST NW-NS/BZ,Outbound,14,51,33.1,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.76082,-122.46633
Morning,44,3216, 9TH AVE&KIRKHAM ST NW-NS/BZ,Outbound,11,33,22.90909091,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.76082,-122.46633
Morning,66,3216, 9TH AVE&KIRKHAM ST NW-NS/BZ,Outbound,1,7,4,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.76082,-122.46633
Evening,66,3216, 9TH AVE&KIRKHAM ST NW-NS/BZ,Outbound,9,12,10.5,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.76082,-122.46633
Evening,44,3216, 9TH AVE&KIRKHAM ST NW-NS/BZ,Outbound,22,48,38.5,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.76082,-122.46633
Morning,6,3216, 9TH AVE&KIRKHAM ST NW-NS/BZ,Outbound,0,11,4.166666667,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.76082,-122.46633
Evening,6,3216, 9TH AVE&KIRKHAM ST NW-NS/BZ,Outbound,6,23,13.33333333,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.76082,-122.46633
Morning,43,3217, 9TH AVE&KIRKHAM ST SE-NS/BZ,Inbound,25,52,37.66666667,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.76112,-122.46622
Morning,6,3217, 9TH AVE&KIRKHAM ST SE-NS/BZ,Inbound,2,30,15.625,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.76112,-122.46622
Evening,43,3217, 9TH AVE&KIRKHAM ST SE-NS/BZ,Inbound,11,43,23.8,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.76112,-122.46622
Evening,6,3217, 9TH AVE&KIRKHAM ST SE-NS/BZ,Inbound,0,12,4.666666667,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.76112,-122.46622
Evening,44,3217, 9TH AVE&KIRKHAM ST SE-NS/BZ,Inbound,9,36,21,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.76112,-122.46622
Morning,44,3217, 9TH AVE&KIRKHAM ST SE-NS/BZ,Inbound,4,64,33.72727273,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.76112,-122.46622
Evening,66,3218, 9TH AVE&LAWTON ST NW-NS/RC,Outbound,10,12,11,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.75928,-122.46674
Morning,44,3218, 9TH AVE&LAWTON ST NW-NS/RC,Outbound,13,39,28.54545455,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.75928,-122.46674
Morning,6,3218, 9TH AVE&LAWTON ST NW-NS/RC,Outbound,0,11,4.083333333,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.75928,-122.46674
Evening,43,3218, 9TH AVE&LAWTON ST NW-NS/RC,Outbound,11,57,38.9,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.75928,-122.46674
Evening,6,3218, 9TH AVE&LAWTON ST NW-NS/RC,Outbound,7,19,13.11111111,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.75928,-122.46674
Morning,66,3218, 9TH AVE&LAWTON ST NW-NS/RC,Outbound,3,19,10.33333333,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.75928,-122.46674
Evening,44,3218, 9TH AVE&LAWTON ST NW-NS/RC,Outbound,22,47,38.125,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.75928,-122.46674
Morning,43,3218, 9TH AVE&LAWTON ST NW-NS/RC,Outbound,16,56,37.8,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.75928,-122.46674
Evening,6,3219, 9TH AVE&LAWTON ST SE-NS/BZ,Inbound,0,12,4.727272727,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.75874,-122.466
Morning,6,3219, 9TH AVE&LAWTON ST SE-NS/BZ,Inbound,4,29,14.44444444,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.75874,-122.466
Morning,44,3220, 9TH AVE&LINCOLN WAY SE-NS/BZ,Inbound,16,66,37.9,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.7676,-122.46661
Evening,44,3220, 9TH AVE&LINCOLN WAY SE-NS/BZ,Inbound,8,30,21.58333333,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.7676,-122.46661
Evening,44,3221, 9TH AVE&LINCOLN WAY SW-FS/BZ,Outbound,25,44,34.4,0.160990712,646,0.158395649,1471,8515,1471,0.070700204,1471,0.625424881,1471,37.7661,-122.46662
Morning,44,3221, 9TH AVE&LINCOLN WAY SW-FS/BZ,Outbound,8,31,22.5,0.160990712,646,0.158395649,1471,8515,1471,0.070700204,1471,0.625424881,1471,37.7661,-122.46662
Morning,6,3222, 9TH AVE&MORAGA ST NW-NS/BZ,Outbound,0,10,3.666666667,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.75702,-122.46596
Evening,6,3222, 9TH AVE&MORAGA ST NW-NS/BZ,Outbound,7,17,12.875,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.75702,-122.46596
Morning,6,3223, 9TH AVE&MORAGA ST SE-NS/BZ,Inbound,3,30,13.88888889,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.75691,-122.4659
Evening,6,3223, 9TH AVE&MORAGA ST SE-NS/BZ,Inbound,0,9,4.363636364,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.75691,-122.4659
Evening,6,3224, 9TH AVE&NORIEGA ST NW-NS/BZ,Outbound,4,15,11,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.75519,-122.46598
Morning,6,3224, 9TH AVE&NORIEGA ST NW-NS/BZ,Outbound,0,10,3.25,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.75519,-122.46598
Morning,6,3225, 9TH AVE&NORIEGA ST SE-NS/BZ,Inbound,3,27,11.55555556,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.75503,-122.4658
Evening,6,3225, 9TH AVE&NORIEGA ST SE-NS/BZ,Inbound,0,9,4.181818182,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.75503,-122.4658
Morning,6,3226, 9TH AVE&ORTEGA ST NW-NS/PS,Outbound,0,10,3.181818182,0.11509434,1590,0.138490477,4253,5287,4253,0.073830237,4253,0.57535857,4253,37.75351,-122.46635
Evening,6,3226, 9TH AVE&ORTEGA ST NW-NS/PS,Outbound,3,15,9.625,0.11509434,1590,0.138490477,4253,5287,4253,0.073830237,4253,0.57535857,4253,37.75351,-122.46635
Evening,6,3230, 10TH AVE&ORTEGA ST SE-NS/PS,Inbound,0,7,3.181818182,0.11509434,1590,0.138490477,4253,5287,4253,0.073830237,4253,0.57535857,4253,37.75364,-122.46665
Morning,6,3230, 10TH AVE&ORTEGA ST SE-NS/PS,Inbound,2,26,9.333333333,0.11509434,1590,0.138490477,4253,5287,4253,0.073830237,4253,0.57535857,4253,37.75364,-122.46665
Evening,6,3231, 10TH AVE&PACHECO ST SE-NS/PS,Inbound,0,7,3,0.11509434,1590,0.138490477,4253,5287,4253,0.073830237,4253,0.57535857,4253,37.75282,-122.46655
Morning,6,3231, 10TH AVE&PACHECO ST SE-NS/PS,Inbound,1,22,8,0.11509434,1590,0.138490477,4253,5287,4253,0.073830237,4253,0.57535857,4253,37.75282,-122.46655
Morning,6,3232, 10TH AVE&PACHECO ST SW-FS/PS,Outbound,0,8,2,0.11509434,1590,0.138490477,4253,5287,4253,0.073830237,4253,0.57535857,4253,37.75167,-122.46661
Evening,6,3232, 10TH AVE&PACHECO ST SW-FS/PS,Outbound,5,12,7.888888889,0.11509434,1590,0.138490477,4253,5287,4253,0.073830237,4253,0.57535857,4253,37.75167,-122.46661
Morning,6,3233, 10TH AVE&QUINTARA ST NE-FS/P,Inbound,0,18,6.222222222,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.75587,-122.46684
Evening,6,3233, 10TH AVE&QUINTARA ST NE-FS/P,Inbound,0,6,2.818181818,0.188223938,3108,0.204155375,6642,8515,6642,0.091538693,6642,0.665612767,6642,37.75587,-122.46684
Morning,6,3234, 10TH AVE&QUINTARA ST NW-NS/P,Outbound,0,8,2,0.11509434,1590,0.138490477,4253,5287,4253,0.073830237,4253,0.57535857,4253,37.74964,-122.46717
Evening,6,3234, 10TH AVE&QUINTARA ST NW-NS/P,Outbound,2,10,6.1,0.11509434,1590,0.138490477,4253,5287,4253,0.073830237,4253,0.57535857,4253,37.74964,-122.46717
Morning,9,3235, 11TH ST&BRYANT ST N-FS/BZ,Inbound,21,46,33.375,0.370944993,709,0.301260023,1746,8201,1746,0.096219931,1746,0.709621993,1746,37.77064,-122.4118
Evening,9,3235, 11TH ST&BRYANT ST N-FS/BZ,Inbound,11,40,24.57142857,0.370944993,709,0.301260023,1746,8201,1746,0.096219931,1746,0.709621993,1746,37.77064,-122.4118
Evening,47,3236, 11TH ST&FOLSOM ST N-FS/BZ,Inbound,18,44,29.83333333,0.476655236,3791,0.378816916,7827,13543,7827,0.109365019,7827,0.669732976,7827,37.77415,-122.41724
Evening,9,3236, 11TH ST&FOLSOM ST N-FS/BZ,Inbound,15,42,28.71428571,0.476655236,3791,0.378816916,7827,13543,7827,0.109365019,7827,0.669732976,7827,37.77415,-122.41724
Morning,47,3236, 11TH ST&FOLSOM ST N-FS/BZ,Inbound,8,33,19.36363636,0.476655236,3791,0.378816916,7827,13543,7827,0.109365019,7827,0.669732976,7827,37.77415,-122.41724
Morning,9,3236, 11TH ST&FOLSOM ST N-FS/BZ,Inbound,22,47,33.875,0.476655236,3791,0.378816916,7827,13543,7827,0.109365019,7827,0.669732976,7827,37.77415,-122.41724
Evening,47,3237, 11TH ST&FOLSOM ST S-FS/BZ,Outbound,6,33,16.22222222,0.370944993,709,0.301260023,1746,8201,1746,0.096219931,1746,0.709621993,1746,37.77279,-122.41438
Morning,47,3237, 11TH ST&FOLSOM ST S-FS/BZ,Outbound,16,42,29.8,0.370944993,709,0.301260023,1746,8201,1746,0.096219931,1746,0.709621993,1746,37.77279,-122.41438
Evening,9,3237, 11TH ST&FOLSOM ST S-FS/BZ,Outbound,28,61,38.14285714,0.370944993,709,0.301260023,1746,8201,1746,0.096219931,1746,0.709621993,1746,37.77279,-122.41438
Morning,9,3237, 11TH ST&FOLSOM ST S-FS/BZ,Outbound,27,43,34.33333333,0.370944993,709,0.301260023,1746,8201,1746,0.096219931,1746,0.709621993,1746,37.77279,-122.41438
Morning,9,3238, 11TH ST&HARRISON ST N-FS/BZ,Inbound,23,47,34.125,0.370944993,709,0.301260023,1746,8201,1746,0.096219931,1746,0.709621993,1746,37.77189,-122.41398
Morning,509,3238, 11TH ST&HARRISON ST N-FS/BZ,Inbound,32,58,47.14285714,0.370944993,709,0.301260023,1746,8201,1746,0.096219931,1746,0.709621993,1746,37.77189,-122.41398
Evening,47,3238, 11TH ST&HARRISON ST N-FS/BZ,Inbound,14,42,26.76923077,0.370944993,709,0.301260023,1746,8201,1746,0.096219931,1746,0.709621993,1746,37.77189,-122.41398
Evening,12,3238, 11TH ST&HARRISON ST N-FS/BZ,Outbound,26,29,27.33333333,0.370944993,709,0.301260023,1746,8201,1746,0.096219931,1746,0.709621993,1746,37.77189,-122.41398
Morning,12,3238, 11TH ST&HARRISON ST N-FS/BZ,Outbound,10,16,13,0.370944993,709,0.301260023,1746,8201,1746,0.096219931,1746,0.709621993,1746,37.77189,-122.41398
Evening,9,3238, 11TH ST&HARRISON ST N-FS/BZ,Inbound,12,39,27.28571429,0.370944993,709,0.301260023,1746,8201,1746,0.096219931,1746,0.709621993,1746,37.77189,-122.41398
Evening,509,3238, 11TH ST&HARRISON ST N-FS/BZ,Inbound,20,41,25.16666667,0.370944993,709,0.301260023,1746,8201,1746,0.096219931,1746,0.709621993,1746,37.77189,-122.41398
