time_of_day,route,stop_id,stop_name,direction,min_load,max_load,avg_load,us_housing_units_no_vehicle_po,us_housing_units_no_vehicle,us_population_low_income_po,us_population_low_income,population_density,us_population,us_population_eighteen_to_twenty_four_years_old,us_population_eighteen_to_twenty_four_years_old_po,us_population_twenty_five_to_sixty_four_years_old_po,us_population_twenty_five_to_sixty_four_years_old,latitude,longitude
Evening,37,6238, ROOSEVELT WAY&LOWER TER N-MI,Inbound,6,10,8.333333333,0.214183175,3483,0.1567753,5830,13543,5830,0.038765009,5830,0.838078902,5830,37.7635,-122.44436
Morning,37,6238, ROOSEVELT WAY&LOWER TER N-MI,Inbound,0,7,2.4,0.214183175,3483,0.1567753,5830,13543,5830,0.038765009,5830,0.838078902,5830,37.7635,-122.44436
Evening,37,6239, ROOSEVELT WAY&LOWER TER SE-N,Outbound,2,11,6.333333333,0.214183175,3483,0.1567753,5830,13543,5830,0.038765009,5830,0.838078902,5830,37.76363,-122.44418
Morning,37,6239, ROOSEVELT WAY&LOWER TER SE-N,Outbound,3,11,7.75,0.214183175,3483,0.1567753,5830,13543,5830,0.038765009,5830,0.838078902,5830,37.76363,-122.44418
Morning,37,6240, ROOSEVELT WAY&MUSEUM WAY E-F,Outbound,6,15,10.75,0.251546392,3880,0.215270121,7256,13543,7256,0.088616318,7256,0.764332966,7256,37.76582,-122.44156
Evening,37,6240, ROOSEVELT WAY&MUSEUM WAY E-F,Outbound,2,11,6.333333333,0.251546392,3880,0.215270121,7256,13543,7256,0.088616318,7256,0.764332966,7256,37.76582,-122.44156
Morning,54,6241, RUSSIA AVE&MOSCOW ST NE-NS/S,Outbound,21,34,27.33333333,0.171070932,2157,0.303000492,8132,9348,8132,0.103418593,8132,0.545868175,8132,37.71817,-122.43001
Evening,54,6241, RUSSIA AVE&MOSCOW ST NE-NS/S,Outbound,13,40,25.25,0.171070932,2157,0.303000492,8132,9348,8132,0.103418593,8132,0.545868175,8132,37.71817,-122.43001
Morning,54,6242, RUSSIA AVE&MOSCOW ST W-NS,Inbound,10,33,21.5,0.171070932,2157,0.303000492,8132,9348,8132,0.103418593,8132,0.545868175,8132,37.71865,-122.43109
Evening,54,6242, RUSSIA AVE&MOSCOW ST W-NS,Inbound,18,34,22.4,0.171070932,2157,0.303000492,8132,9348,8132,0.103418593,8132,0.545868175,8132,37.71865,-122.43109
Evening,48,6245, RIVERA ST&37TH AVE SW-NS,Inbound,3,6,5,0.111111111,1872,0.191017733,5188,5287,5188,0.078257517,5188,0.571703932,5188,37.74647,-122.49589
Morning,48,6245, RIVERA ST&37TH AVE SW-NS,Inbound,6,16,12,0.111111111,1872,0.191017733,5188,5287,5188,0.078257517,5188,0.571703932,5188,37.74647,-122.49589
Evening,48,6246, RIVERA ST&46TH AVE SW-NS,Inbound,1,3,2.142857143,0.11977492,1244,0.165310866,3442,5287,3442,0.076118536,3442,0.538349797,3442,37.74724,-122.50598
Morning,48,6246, RIVERA ST&46TH AVE SW-NS,Inbound,2,7,4.125,0.11977492,1244,0.165310866,3442,5287,3442,0.076118536,3442,0.538349797,3442,37.74724,-122.50598
Evening,54,6248, REVERE AVE&3RD ST E-NS,Inbound,1,21,9.8,0.211971831,1420,0.33849969,4839,6773,4839,0.108700145,4839,0.477784666,4839,37.73265,-122.39152
Morning,54,6248, REVERE AVE&3RD ST E-NS,Inbound,7,11,9.333333333,0.211971831,1420,0.33849969,4839,6773,4839,0.108700145,4839,0.477784666,4839,37.73265,-122.39152
Morning,54,6249, REVERE AVE&3RD ST S-FS,Outbound,2,13,6.833333333,0.211971831,1420,0.33849969,4839,6773,4839,0.108700145,4839,0.477784666,4839,37.73273,-122.39409
Evening,54,6249, REVERE AVE&3RD ST S-FS,Outbound,3,28,8.333333333,0.211971831,1420,0.33849969,4839,6773,4839,0.108700145,4839,0.477784666,4839,37.73273,-122.39409
Morning,54,6250, REVERE AVE&INGALLS ST W-NS,Outbound,4,16,8.6,0.211971831,1420,0.33849969,4839,6773,4839,0.108700145,4839,0.477784666,4839,37.73301,-122.38526
Evening,54,6250, REVERE AVE&INGALLS ST W-NS,Outbound,6,31,12.83333333,0.211971831,1420,0.33849969,4839,6773,4839,0.108700145,4839,0.477784666,4839,37.73301,-122.38526
Morning,54,6251, REVERE AVE&JENNINGS ST E-NS,Inbound,9,15,11.2,0.211971831,1420,0.33849969,4839,6773,4839,0.108700145,4839,0.477784666,4839,37.73014,-122.38759
Evening,54,6251, REVERE AVE&JENNINGS ST E-NS,Inbound,2,22,10.8,0.211971831,1420,0.33849969,4839,6773,4839,0.108700145,4839,0.477784666,4839,37.73014,-122.38759
Morning,54,6252, REVERE AVE&JENNINGS ST W-NS,Outbound,2,15,8.333333333,0.211971831,1420,0.33849969,4839,6773,4839,0.108700145,4839,0.477784666,4839,37.73337,-122.38774
Evening,54,6252, REVERE AVE&JENNINGS ST W-NS,Outbound,5,30,11.66666667,0.211971831,1420,0.33849969,4839,6773,4839,0.108700145,4839,0.477784666,4839,37.73337,-122.38774
Evening,54,6253, REVERE AVE&LANE ST E-NS,Inbound,2,22,10.8,0.211971831,1420,0.33849969,4839,6773,4839,0.108700145,4839,0.477784666,4839,37.73185,-122.39047
Morning,54,6253, REVERE AVE&LANE ST E-NS,Inbound,9,14,11.33333333,0.211971831,1420,0.33849969,4839,6773,4839,0.108700145,4839,0.477784666,4839,37.73185,-122.39047
Evening,54,6254, REVERE AVE&LANE ST W-NS,Outbound,4,30,10,0.211971831,1420,0.33849969,4839,6773,4839,0.108700145,4839,0.477784666,4839,37.73194,-122.39069
Morning,54,6254, REVERE AVE&LANE ST W-NS,Outbound,2,13,7,0.211971831,1420,0.33849969,4839,6773,4839,0.108700145,4839,0.477784666,4839,37.73194,-122.39069
Morning,914,6283, SAN JOSE AVE&SICKLES AVE S-N,Inbound,0,1,0.230769231,0.092481703,1503,0.246528438,5257,5287,5257,0.09587217,5257,0.542704965,5257,37.71142,-122.45944
Evening,41,6290, SACRAMENTO ST&BATTERY ST NW-,Outbound,30,51,40.33333333,0.322701689,1599,0.138026608,1804,13713,1804,0.048780488,1804,0.700665188,1804,37.79608,-122.40313
Morning,41,6290, SACRAMENTO ST&BATTERY ST NW-,Outbound,2,18,10.5,0.322701689,1599,0.138026608,1804,13713,1804,0.048780488,1804,0.700665188,1804,37.79608,-122.40313
Evening,1,6290, SACRAMENTO ST&BATTERY ST NW-,Outbound,11,64,30.57692308,0.322701689,1599,0.138026608,1804,13713,1804,0.048780488,1804,0.700665188,1804,37.79608,-122.40313
Morning,1,6290, SACRAMENTO ST&BATTERY ST NW-,Outbound,2,33,14.4137931,0.322701689,1599,0.138026608,1804,13713,1804,0.048780488,1804,0.700665188,1804,37.79608,-122.40313
Morning,782,6290, SACRAMENTO ST&BATTERY ST NW-,Inbound,8,38,20.5,0.322701689,1599,0.138026608,1804,13713,1804,0.048780488,1804,0.700665188,1804,37.79608,-122.40313
Evening,1,6291, SACRAMENTO ST&BUCHANAN ST NE,Outbound,6,45,23.84615385,0.351046982,5683,0.218356941,8825,13543,8825,0.074107649,8825,0.61427762,8825,37.7914,-122.43126
Morning,1,6291, SACRAMENTO ST&BUCHANAN ST NE,Outbound,3,51,22.20833333,0.351046982,5683,0.218356941,8825,13543,8825,0.074107649,8825,0.61427762,8825,37.7914,-122.43126
Evening,1,6292, SACRAMENTO ST&BUCHANAN ST SW,Inbound,5,57,26.36,0.550180424,8868,0.352527788,13945,13543,13945,0.100968089,13945,0.655360344,13945,37.79125,-122.4314
Morning,1,6292, SACRAMENTO ST&BUCHANAN ST SW,Inbound,0,53,21.31034483,0.550180424,8868,0.352527788,13945,13543,13945,0.100968089,13945,0.655360344,13945,37.79125,-122.4314
Morning,33,6293, SACRAMENTO ST&CHERRY ST  - EOL,Inbound,0,1,0.285714286,0.23843736,2227,0.206101984,4687,8515,4687,0.067633881,4687,0.654789844,4687,37.78745,-122.45922
Morning,33,6293, SACRAMENTO ST&CHERRY ST SE-F,Outbound,0,4,1.142857143,0.23843736,2227,0.206101984,4687,8515,4687,0.067633881,4687,0.654789844,4687,37.78745,-122.45922
Evening,33,6293, SACRAMENTO ST&CHERRY ST SE-F,Outbound,0,8,2.625,0.23843736,2227,0.206101984,4687,8515,4687,0.067633881,4687,0.654789844,4687,37.78745,-122.45922
Evening,33,6293, SACRAMENTO ST&CHERRY ST  - EOL,Inbound,0,0,0,0.23843736,2227,0.206101984,4687,8515,4687,0.067633881,4687,0.654789844,4687,37.78745,-122.45922
Morning,782,6294, SACRAMENTO ST&DAVIS ST NE-NS,Inbound,7,41,23,0.168037603,1702,0.236923077,2600,8201,2600,0.081153846,2600,0.846923077,2600,37.79608,-122.40212
Morning,1,6294, SACRAMENTO ST&DAVIS ST NE-NS,Outbound,1,27,13.22580645,0.168037603,1702,0.236923077,2600,8201,2600,0.081153846,2600,0.846923077,2600,37.79608,-122.40212
Evening,1,6294, SACRAMENTO ST&DAVIS ST NE-NS,Outbound,9,56,22.61538462,0.168037603,1702,0.236923077,2600,8201,2600,0.081153846,2600,0.846923077,2600,37.79608,-122.40212
Morning,41,6294, SACRAMENTO ST&DAVIS ST NE-NS,Outbound,2,18,9.7,0.168037603,1702,0.236923077,2600,8201,2600,0.081153846,2600,0.846923077,2600,37.79608,-122.40212
Evening,41,6294, SACRAMENTO ST&DAVIS ST NE-NS,Outbound,22,48,34.66666667,0.168037603,1702,0.236923077,2600,8201,2600,0.081153846,2600,0.846923077,2600,37.79608,-122.40212
Evening,1,6295, SACRAMENTO ST&FILLMORE ST NW,Outbound,8,48,23.15384615,0.351046982,5683,0.218356941,8825,13543,8825,0.074107649,8825,0.61427762,8825,37.79007,-122.44256
Morning,1,6295, SACRAMENTO ST&FILLMORE ST NW,Outbound,0,51,17.95833333,0.351046982,5683,0.218356941,8825,13543,8825,0.074107649,8825,0.61427762,8825,37.79007,-122.44256
Morning,1,6296, SACRAMENTO ST&FILLMORE ST SE,Inbound,0,56,20.21428571,0.351046982,5683,0.218356941,8825,13543,8825,0.074107649,8825,0.61427762,8825,37.792,-122.43865
Evening,1,6296, SACRAMENTO ST&FILLMORE ST SE,Inbound,2,60,23.12,0.351046982,5683,0.218356941,8825,13543,8825,0.074107649,8825,0.61427762,8825,37.792,-122.43865
Morning,1,6297, SACRAMENTO ST&FRANKLIN ST NE,Outbound,3,51,23.35714286,0.550180424,8868,0.352527788,13945,13543,13945,0.100968089,13945,0.655360344,13945,37.79163,-122.42461
Evening,1,6297, SACRAMENTO ST&FRANKLIN ST NE,Outbound,11,50,29.34482759,0.550180424,8868,0.352527788,13945,13543,13945,0.100968089,13945,0.655360344,13945,37.79163,-122.42461
Evening,1,6298, SACRAMENTO ST&GOUGH ST NW-FS,Outbound,11,47,27.35714286,0.351046982,5683,0.218356941,8825,13543,8825,0.074107649,8825,0.61427762,8825,37.79196,-122.42664
Morning,1,6298, SACRAMENTO ST&GOUGH ST NW-FS,Outbound,3,51,23.76923077,0.351046982,5683,0.218356941,8825,13543,8825,0.074107649,8825,0.61427762,8825,37.79196,-122.42664
Evening,1,6299, SACRAMENTO ST&GRANT AVE NW-F,Outbound,16,65,46.82142857,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.79383,-122.40707
Morning,1,6299, SACRAMENTO ST&GRANT AVE NW-F,Outbound,3,47,21.51724138,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.79383,-122.40707
Morning,1,6300, SACRAMENTO ST&HYDE ST NE-NS/,Outbound,1,42,20.96428571,0.550180424,8868,0.352527788,13945,13543,13945,0.100968089,13945,0.655360344,13945,37.79246,-122.42548
Evening,1,6300, SACRAMENTO ST&HYDE ST NE-NS/,Outbound,15,62,38.68965517,0.550180424,8868,0.352527788,13945,13543,13945,0.100968089,13945,0.655360344,13945,37.79246,-122.42548
Evening,1,6301, SACRAMENTO ST&JONES ST NE-NS,Outbound,18,69,44.35714286,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.79306,-122.41482
Morning,1,6301, SACRAMENTO ST&JONES ST NE-NS,Outbound,2,40,20.10714286,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.79306,-122.41482
Morning,1,6302, SACRAMENTO ST&KEARNY ST NW-F,Outbound,3,45,20.10344828,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.7947,-122.40592
Evening,1,6302, SACRAMENTO ST&KEARNY ST NW-F,Outbound,15,67,44.22222222,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.7947,-122.40592
Morning,1,6303, SACRAMENTO ST&LARKIN ST NW-F,Outbound,1,47,21.64285714,0.550180424,8868,0.352527788,13945,13543,13945,0.100968089,13945,0.655360344,13945,37.7921,-122.42016
Evening,1,6303, SACRAMENTO ST&LARKIN ST NW-F,Outbound,13,61,35.72413793,0.550180424,8868,0.352527788,13945,13543,13945,0.100968089,13945,0.655360344,13945,37.7921,-122.42016
Morning,1,6304, SACRAMENTO ST&LEAVENWORTH ST,Outbound,2,40,20.64285714,0.550180424,8868,0.352527788,13945,13543,13945,0.100968089,13945,0.655360344,13945,37.79269,-122.41667
Evening,1,6304, SACRAMENTO ST&LEAVENWORTH ST,Outbound,18,63,40.57142857,0.550180424,8868,0.352527788,13945,13543,13945,0.100968089,13945,0.655360344,13945,37.79269,-122.41667
Evening,1,6305, SACRAMENTO ST&LAGUNA ST NE-N,Outbound,10,45,25.62962963,0.351046982,5683,0.218356941,8825,13543,8825,0.074107649,8825,0.61427762,8825,37.79174,-122.42946
Morning,1,6305, SACRAMENTO ST&LAGUNA ST NE-N,Outbound,3,50,22.95833333,0.351046982,5683,0.218356941,8825,13543,8825,0.074107649,8825,0.61427762,8825,37.79174,-122.42946
Morning,1,6306, SACRAMENTO ST&LAGUNA ST SW-N,Inbound,0,54,23.39285714,0.351046982,5683,0.218356941,8825,13543,8825,0.074107649,8825,0.61427762,8825,37.79092,-122.42981
Evening,1,6306, SACRAMENTO ST&LAGUNA ST SW-N,Inbound,5,56,26.6,0.351046982,5683,0.218356941,8825,13543,8825,0.074107649,8825,0.61427762,8825,37.79092,-122.42981
Evening,1,6307, SACRAMENTO ST&MONTGOMERY ST,Outbound,14,67,41.61538462,0.322701689,1599,0.138026608,1804,13713,1804,0.048780488,1804,0.700665188,1804,37.79601,-122.40431
Morning,1,6307, SACRAMENTO ST&MONTGOMERY ST,Outbound,3,34,16,0.322701689,1599,0.138026608,1804,13713,1804,0.048780488,1804,0.700665188,1804,37.79601,-122.40431
Evening,1,6309, SACRAMENTO ST&OCTAVIA ST N-M,Outbound,10,46,26.44444444,0.351046982,5683,0.218356941,8825,13543,8825,0.074107649,8825,0.61427762,8825,37.79181,-122.42804
Morning,1,6309, SACRAMENTO ST&OCTAVIA ST N-M,Outbound,3,51,23.375,0.351046982,5683,0.218356941,8825,13543,8825,0.074107649,8825,0.61427762,8825,37.79181,-122.42804
Morning,1,6310, SACRAMENTO ST&OCTAVIA ST SE-,Inbound,0,55,24.46428571,0.351046982,5683,0.218356941,8825,13543,8825,0.074107649,8825,0.61427762,8825,37.79133,-122.4277
Evening,1,6310, SACRAMENTO ST&OCTAVIA ST SE-,Inbound,5,56,26.6,0.351046982,5683,0.218356941,8825,13543,8825,0.074107649,8825,0.61427762,8825,37.79133,-122.4277
Evening,1,6311, SACRAMENTO ST&POLK ST NW-FS/,Outbound,15,56,31.32142857,0.550180424,8868,0.352527788,13945,13543,13945,0.100968089,13945,0.655360344,13945,37.79188,-122.42175
Morning,1,6311, SACRAMENTO ST&POLK ST NW-FS/,Outbound,2,49,23.03571429,0.550180424,8868,0.352527788,13945,13543,13945,0.100968089,13945,0.655360344,13945,37.79188,-122.42175
Morning,1,6312, SACRAMENTO ST&POWELL ST NE-N,Outbound,5,39,21.10344828,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.79412,-122.41024
Evening,1,6312, SACRAMENTO ST&POWELL ST NE-N,Outbound,21,79,49.59259259,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.79412,-122.41024
Evening,3,6313, SACRAMENTO ST&PRESIDIO AVE S,Inbound,0,20,5.75,0.307642064,4593,0.328551547,9341,13543,9341,0.119152125,9341,0.678942297,9341,37.79067,-122.44754
Morning,1,6314, SACRAMENTO ST&SANSOME ST NW-,Outbound,3,36,15.24137931,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.79557,-122.40782
Evening,1,6314, SACRAMENTO ST&SANSOME ST NW-,Outbound,13,64,36.92307692,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.79557,-122.40782
Evening,1,6315, SACRAMENTO ST&SPROULE LN NE-,Outbound,19,76,47.62962963,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.7962,-122.41253
Morning,1,6315, SACRAMENTO ST&SPROULE LN NE-,Outbound,5,41,20.53571429,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.7962,-122.41253
Evening,1,6316, SACRAMENTO ST&STOCKTON ST NE,Outbound,20,78,49.64285714,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.79386,-122.40842
Morning,1,6316, SACRAMENTO ST&STOCKTON ST NE,Outbound,5,46,21.68965517,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.79386,-122.40842
Evening,1,6317, SACRAMENTO ST&VAN NESS AVE N,Outbound,15,56,32.5,0.550180424,8868,0.352527788,13945,13543,13945,0.100968089,13945,0.655360344,13945,37.79176,-122.42275
Morning,1,6317, SACRAMENTO ST&VAN NESS AVE N,Outbound,3,50,23.60714286,0.550180424,8868,0.352527788,13945,13543,13945,0.100968089,13945,0.655360344,13945,37.79176,-122.42275
Evening,3,6318, SACRAMENTO ST&WALNUT ST S-MB,Inbound,0,2,1,0.184535234,3647,0.162030186,6758,13543,6758,0.070287067,6758,0.696063924,6758,37.79067,-122.44852
Evening,1,6319, SACRAMENTO ST&WEBSTER ST NE-,Outbound,6,45,23.92307692,0.351046982,5683,0.218356941,8825,13543,8825,0.074107649,8825,0.61427762,8825,37.79042,-122.43282
Morning,1,6319, SACRAMENTO ST&WEBSTER ST NE-,Outbound,0,48,18.625,0.351046982,5683,0.218356941,8825,13543,8825,0.074107649,8825,0.61427762,8825,37.79042,-122.43282
Evening,1,6320, SACRAMENTO ST&WEBSTER ST SW-,Inbound,5,59,25.44,0.351046982,5683,0.218356941,8825,13543,8825,0.074107649,8825,0.61427762,8825,37.79035,-122.43293
Morning,1,6320, SACRAMENTO ST&WEBSTER ST SW-,Inbound,0,55,20.34482759,0.351046982,5683,0.218356941,8825,13543,8825,0.074107649,8825,0.61427762,8825,37.79035,-122.43293
Morning,54,6321, 274 SAGAMORE ST NE-NS,Outbound,4,9,6.5,0.092481703,1503,0.246528438,5257,5287,5257,0.09587217,5257,0.542704965,5257,37.71157,-122.46205
Evening,54,6321, 274 SAGAMORE ST NE-NS,Outbound,5,14,9.75,0.092481703,1503,0.246528438,5257,5287,5257,0.09587217,5257,0.542704965,5257,37.71157,-122.46205
Evening,54,6322, SAGAMORE ST&CAPITOL AVE NE-N,Outbound,5,18,10.75,0.092481703,1503,0.246528438,5257,5287,5257,0.09587217,5257,0.542704965,5257,37.71152,-122.45937
Morning,54,6322, SAGAMORE ST&CAPITOL AVE NE-N,Outbound,4,9,6.5,0.092481703,1503,0.246528438,5257,5287,5257,0.09587217,5257,0.542704965,5257,37.71152,-122.45937
Morning,54,6323, SAGAMORE ST&CAPITOL AVE SW-N,Inbound,7,15,11.42857143,0.092481703,1503,0.246528438,5257,5287,5257,0.09587217,5257,0.542704965,5257,37.7114,-122.45963
Evening,54,6323, SAGAMORE ST&CAPITOL AVE SW-N,Inbound,3,13,7.857142857,0.092481703,1503,0.246528438,5257,5287,5257,0.09587217,5257,0.542704965,5257,37.7114,-122.45963
Morning,54,6324, SAGAMORE ST&ORIZABA AVE SE-F,Inbound,6,14,10.71428571,0.092481703,1503,0.246528438,5257,5287,5257,0.09587217,5257,0.542704965,5257,37.71148,-122.4631
Evening,54,6324, SAGAMORE ST&ORIZABA AVE SE-F,Inbound,2,14,7.714285714,0.092481703,1503,0.246528438,5257,5287,5257,0.09587217,5257,0.542704965,5257,37.71148,-122.4631
Evening,730,6326, SANSOME ST&CALIFORNIA ST NE-,Outbound,32,68,52.28571429,0.297894737,950,0.231506849,1460,8201,1460,0.091780822,1460,0.837671233,1460,37.79386,-122.40205
Evening,10,6327, SANSOME ST&CALIFORNIA ST NW-,Outbound,20,60,41.28571429,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.79418,-122.40836
Morning,730,6327, SANSOME ST&CALIFORNIA ST NW-,Inbound,11,55,33.40909091,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.79418,-122.40836
Morning,12,6327, SANSOME ST&CALIFORNIA ST NW-,Outbound,31,56,43,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.79418,-122.40836
Morning,10,6327, SANSOME ST&CALIFORNIA ST NW-,Outbound,0,47,29.5,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.79418,-122.40836
Evening,12,6327, SANSOME ST&CALIFORNIA ST NW-,Outbound,12,39,23,0.731283736,17044,0.464448586,25217,8201,25217,0.121901892,25217,0.664353412,25217,37.79418,-122.40836
Morning,12,6328, SANSOME ST&CLAY ST SW-FS/BZ,Outbound,35,58,44.25,0.322701689,1599,0.138026608,1804,13713,1804,0.048780488,1804,0.700665188,1804,37.79578,-122.403
Morning,730,6328, SANSOME ST&CLAY ST SW-FS/BZ,Inbound,24,60,43.57142857,0.322701689,1599,0.138026608,1804,13713,1804,0.048780488,1804,0.700665188,1804,37.79578,-122.403
Evening,10,6328, SANSOME ST&CLAY ST SW-FS/BZ,Outbound,19,57,38.57142857,0.322701689,1599,0.138026608,1804,13713,1804,0.048780488,1804,0.700665188,1804,37.79578,-122.403
Morning,10,6328, SANSOME ST&CLAY ST SW-FS/BZ,Outbound,31,55,42.5,0.322701689,1599,0.138026608,1804,13713,1804,0.048780488,1804,0.700665188,1804,37.79578,-122.403
Evening,12,6328, SANSOME ST&CLAY ST SW-FS/BZ,Outbound,12,39,23,0.322701689,1599,0.138026608,1804,13713,1804,0.048780488,1804,0.700665188,1804,37.79578,-122.403
Morning,782,6329, SANSOME ST&FILBERT ST NE - EOL,Inbound,0,0,0,0.322701689,1599,0.138026608,1804,13713,1804,0.048780488,1804,0.700665188,1804,37.80222,-122.40304
Morning,782,6331, SANSOME ST&PACIFIC AVE NE-FS,Inbound,7,34,20.33333333,0.322701689,1599,0.138026608,1804,13713,1804,0.048780488,1804,0.700665188,1804,37.79785,-122.40224
Morning,10,6332, SANSOME ST&PINE ST SE-NS/PS,Inbound,22,61,38.5,0.322701689,1599,0.138026608,1804,13713,1804,0.048780488,1804,0.700665188,1804,37.79629,-122.40447
Morning,801,6332, SANSOME ST&PINE ST SE-NS/PS,Inbound,10,33,21.4,0.322701689,1599,0.138026608,1804,13713,1804,0.048780488,1804,0.700665188,1804,37.79629,-122.40447
Evening,10,6332, SANSOME ST&PINE ST SE-NS/PS,Inbound,39,60,46.33333333,0.322701689,1599,0.138026608,1804,13713,1804,0.048780488,1804,0.700665188,1804,37.79629,-122.40447
Morning,931,6332, SANSOME ST&PINE ST SE-NS/PS,Inbound,8,16,13,0.322701689,1599,0.138026608,1804,13713,1804,0.048780488,1804,0.700665188,1804,37.79629,-122.40447
Morning,12,6332, SANSOME ST&PINE ST SE-NS/PS,Inbound,19,32,23.75,0.322701689,1599,0.138026608,1804,13713,1804,0.048780488,1804,0.700665188,1804,37.79629,-122.40447
Morning,838,6332, SANSOME ST&PINE ST SE-NS/PS,Inbound,8,22,15.22222222,0.322701689,1599,0.138026608,1804,13713,1804,0.048780488,1804,0.700665188,1804,37.79629,-122.40447
Morning,901,6332, SANSOME ST&PINE ST SE-NS/PS,Inbound,8,28,17.16666667,0.322701689,1599,0.138026608,1804,13713,1804,0.048780488,1804,0.700665188,1804,37.79629,-122.40447
Evening,12,6332, SANSOME ST&PINE ST SE-NS/PS,Inbound,11,26,18.33333333,0.322701689,1599,0.138026608,1804,13713,1804,0.048780488,1804,0.700665188,1804,37.79629,-122.40447
Morning,831,6332, SANSOME ST&PINE ST SE-NS/PS,Inbound,5,24,16.375,0.322701689,1599,0.138026608,1804,13713,1804,0.048780488,1804,0.700665188,1804,37.79629,-122.40447
Morning,938,6332, SANSOME ST&PINE ST SE-NS/PS,Inbound,13,57,23,0.322701689,1599,0.138026608,1804,13713,1804,0.048780488,1804,0.700665188,1804,37.79629,-122.40447
Evening,12,6333, SANSOME ST&SACRAMENTO ST NE-,Inbound,12,26,18,0.519008448,8996,0.394441765,16588,13713,16588,0.075777671,16588,0.582348686,16588,37.79825,-122.40732
Evening,10,6333, SANSOME ST&SACRAMENTO ST NE-,Inbound,39,62,47,0.519008448,8996,0.394441765,16588,13713,16588,0.075777671,16588,0.582348686,16588,37.79825,-122.40732
Morning,41,6333, SANSOME ST&SACRAMENTO ST NE-,Outbound,2,18,10.7,0.519008448,8996,0.394441765,16588,13713,16588,0.075777671,16588,0.582348686,16588,37.79825,-122.40732
Morning,10,6333, SANSOME ST&SACRAMENTO ST NE-,Inbound,12,53,31.33333333,0.519008448,8996,0.394441765,16588,13713,16588,0.075777671,16588,0.582348686,16588,37.79825,-122.40732
Morning,12,6333, SANSOME ST&SACRAMENTO ST NE-,Inbound,14,28,19,0.519008448,8996,0.394441765,16588,13713,16588,0.075777671,16588,0.582348686,16588,37.79825,-122.40732
Evening,41,6333, SANSOME ST&SACRAMENTO ST NE-,Outbound,29,61,44.33333333,0.519008448,8996,0.394441765,16588,13713,16588,0.075777671,16588,0.582348686,16588,37.79825,-122.40732
Evening,730,6333, SANSOME ST&SACRAMENTO ST NE-,Outbound,39,68,56.42857143,0.519008448,8996,0.394441765,16588,13713,16588,0.075777671,16588,0.582348686,16588,37.79825,-122.40732
Morning,782,6333, SANSOME ST&SACRAMENTO ST NE-,Inbound,9,36,22,0.519008448,8996,0.394441765,16588,13713,16588,0.075777671,16588,0.582348686,16588,37.79825,-122.40732
Morning,3,6334, SANSOME ST&SUTTER ST NW-NS/B,Inbound,0,0,0,0.168037603,1702,0.236923077,2600,8201,2600,0.081153846,2600,0.846923077,2600,37.79327,-122.4023
Evening,12,6334, SANSOME ST&SUTTER ST NW-NS/B,Outbound,14,24,18.66666667,0.168037603,1702,0.236923077,2600,8201,2600,0.081153846,2600,0.846923077,2600,37.79327,-122.4023
Morning,10,6334, SANSOME ST&SUTTER ST NW-NS/B,Outbound,27,38,34,0.168037603,1702,0.236923077,2600,8201,2600,0.081153846,2600,0.846923077,2600,37.79327,-122.4023
Evening,3,6334, SANSOME ST&SUTTER ST NW-NS/B,Inbound,0,3,1,0.168037603,1702,0.236923077,2600,8201,2600,0.081153846,2600,0.846923077,2600,37.79327,-122.4023
Evening,10,6334, SANSOME ST&SUTTER ST NW-NS/B,Outbound,16,61,36.14285714,0.168037603,1702,0.236923077,2600,8201,2600,0.081153846,2600,0.846923077,2600,37.79327,-122.4023
Morning,12,6334, SANSOME ST&SUTTER ST NW-NS/B,Outbound,26,43,33.5,0.168037603,1702,0.236923077,2600,8201,2600,0.081153846,2600,0.846923077,2600,37.79327,-122.4023
